88582665,3,1,1,3,1
56723448,4,1,1,4,1
25567563,4,0,1,3,1
80393085,2,0,1,5,1
71312801,3,0,1,5,1
93745399,5,0,1,5,1
43832508,7,1,1,5,1
10692426,3,0,1,5,1
35878886,3,0,4,5,1
27215815,5,1,2,3,1
13364356,3,0,1,2,1
91507835,6,1,1,5,1
13675681,3,1,1,3,1
10097324,4,0,1,5,1
84870412,5,1,1,3,1
89012727,2,1,1,5,1
97395120,3,0,1,5,1
92987010,3,0,1,5,1
56583732,3,0,1,5,1
78654317,5,0,1,6,1
90998455,3,0,1,5,2
96051876,6,1,1,2,2
13936965,4,0,1,2,2
81885784,3,1,2,3,2
78924328,3,1,4,5,2
32389632,4,0,2,6,2
77148691,3,1,7,3,2
69904848,5,1,1,5,2
78344814,5,1,1,3,2
77836254,6,1,1,3,2
73782224,6,0,1,5,2
39923921,7,1,1,2,2
29564313,3,0,1,2,2
59726281,6,0,1,5,2
53725856,4,1,1,3,2
70582900,4,1,1,3,2
43606726,4,1,2,5,2
54708280,3,1,1,3,2
37906234,4,1,1,3,2
27569200,3,0,3,3,2
62252138,5,0,1,4,3
70633120,3,1,1,5,3
61554712,2,0,4,3,3
25275045,3,0,1,3,3
35585393,3,0,1,2,3
45311282,4,1,1,3,3
27066494,5,1,2,6,3
83694609,3,1,2,3,3
27063300,3,1,4,5,3
67039847,5,0,1,3,3
38277003,4,0,1,5,3
54138965,4,0,3,5,3
80949254,2,0,1,3,3
45454024,3,1,2,5,3
31895921,3,1,7,3,3
60599605,6,1,1,5,3
25800007,4,1,1,2,3
40858560,4,1,1,3,3
83501559,4,1,1,3,3
77839790,3,1,1,3,3
30134213,4,0,1,5,4
11923765,3,1,4,4,4
70827981,3,0,1,3,4
35832178,4,0,1,6,4
80614141,3,0,1,6,4
22817882,3,1,7,3,4
65441854,5,1,1,5,4
37987047,3,1,1,4,4
51946948,4,0,1,6,4
35157893,7,1,1,3,4
95759713,3,0,1,5,4
74152485,4,1,1,3,4
46657198,3,1,1,5,4
46482414,4,0,1,3,4
38950020,4,0,1,2,4
35540002,4,0,1,4,4
96887728,5,0,5,3,4
67618934,6,1,1,4,4
46584369,3,3,7,5,4
89723283,6,0,1,5,4
57541814,4,1,1,5,5
27581139,7,0,1,6,5
40679789,4,0,1,3,5
91448062,4,0,1,5,5
10846636,4,0,4,3,5
18204313,5,1,1,4,5
30423029,6,1,1,5,5
87686480,6,1,2,3,5
38024095,3,0,1,2,5
26633604,4,0,4,5,5
90687863,3,0,1,5,5
79757881,3,0,1,5,5
28334011,2,0,4,5,5
44704976,4,1,1,4,5
54734926,6,0,1,8,5
57079706,4,0,1,3,5
70710894,5,1,1,6,5
91834904,4,1,3,5,5
47956029,3,1,2,3,5
98793090,5,0,1,5,5
98313098,3,0,1,5,6
94554414,5,1,1,6,6
72751980,3,1,2,3,6
57035883,3,0,1,5,6
86467080,6,1,1,5,6
55215692,4,1,2,4,6
97071953,4,1,1,3,6
72282999,5,0,1,3,6
24355926,3,0,1,5,6
29211135,5,1,1,4,6
73599858,3,1,1,4,6
60187442,3,0,1,7,6
21411918,4,1,1,3,6
64453824,3,0,1,5,6
80910970,6,0,1,5,6
53298093,3,1,1,4,6
46512413,4,0,1,5,6
82652351,4,0,1,5,6
19731320,5,1,2,3,6
77302183,3,0,4,5,6
22096415,6,0,1,6,7
74615791,3,0,1,3,7
19957789,4,0,3,5,7
53137975,4,1,1,3,7
68468025,4,0,1,5,7
68106685,3,0,1,3,7
28268404,3,0,4,4,7
15822759,3,1,1,5,7
46143023,6,1,7,2,7
22985861,4,1,1,2,7
84221573,3,0,1,3,7
49909401,4,0,7,5,7
50522213,3,0,1,3,7
49185157,3,0,1,3,7
40305742,4,1,1,4,7
44153727,4,0,1,5,7
52159710,4,0,1,4,7
41432893,4,1,1,4,7
30951707,5,1,1,3,7
92287143,4,0,2,5,7
59696523,6,1,1,2,8
39989218,4,0,1,2,8
31924525,3,1,1,5,8
42381444,3,1,1,2,8
94550798,3,0,7,4,8
10816758,5,0,1,4,8
49033065,3,0,3,5,8
52665116,4,0,1,8,8
90113886,3,0,4,5,8
47340567,6,1,1,5,8
92656695,6,1,1,6,8
88741692,5,1,1,6,8
43309525,5,0,1,3,8
23979172,4,0,1,6,8
23965090,3,1,2,5,8
76732040,3,1,3,2,8
76735413,3,1,4,6,8
59724128,3,0,1,5,8
64039239,4,0,4,3,8
20280173,3,0,1,5,8
20775790,6,1,1,3,9
48052885,6,1,1,5,9
35117061,3,0,3,3,9
38702480,3,0,1,3,9
31376478,6,1,1,3,9
35381027,4,0,4,5,9
47611861,3,0,1,5,9
69058929,4,1,1,2,9
24584709,4,0,1,4,9
69790025,4,0,1,6,9
58090918,5,1,1,4,9
66990444,6,0,1,5,9
89292859,5,0,1,4,9
82258721,3,0,1,5,9
77995506,4,1,1,2,9
64061927,4,1,1,2,9
51578191,3,1,1,3,9
60345528,4,0,1,4,9
19132426,4,1,2,5,9
27588578,4,1,1,3,9
24352989,5,1,2,3,10
42720159,7,1,1,5,10
90990265,3,1,4,3,10
14227172,3,1,1,5,10
13780471,6,1,1,5,10
91249189,3,0,7,5,10
56384606,4,0,4,5,10
37168081,3,1,1,4,10
71601656,4,1,2,8,10
52070038,5,1,7,3,10
54987141,4,0,1,4,10
18094753,4,1,1,3,10
42070516,3,0,1,5,10
53839993,3,0,1,3,10
14991861,3,0,1,6,10
47590376,4,0,7,5,10
87731230,3,1,1,5,10
18411507,5,1,1,3,10
19835646,5,0,1,5,10
67593949,6,1,1,4,10
57005171,6,1,1,2,11
76649176,5,0,2,3,11
85257841,6,1,2,6,11
18182892,4,0,4,5,11
20713527,4,0,4,5,11
42829786,4,0,1,5,11
45768791,5,1,2,4,11
30125439,7,1,1,3,11
35511148,3,1,3,3,11
57567039,3,0,1,5,11
35659641,4,1,1,4,11
55722524,3,0,7,5,11
21670107,2,1,2,2,11
50919980,3,0,1,6,11
70019555,3,1,2,3,11
38706004,6,0,1,3,11
44569924,5,1,1,5,11
53611766,6,1,1,5,11
36217114,2,0,1,5,11
21507147,5,1,1,5,11
68841969,2,0,7,3,12
37662987,3,0,1,3,12
95635907,6,1,1,6,12
95839367,5,0,1,5,12
90783713,6,0,1,2,12
80268144,2,1,2,4,12
26078256,3,0,3,3,12
61326307,7,1,1,5,12
29722822,6,0,1,3,12
54244423,3,0,1,2,12
86145115,2,0,4,3,12
24048375,4,0,1,4,12
55255691,3,1,1,2,12
31647509,3,0,1,2,12
64957486,3,1,1,4,12
80122898,5,1,1,6,12
30454841,3,1,1,3,12
27702054,3,0,1,3,12
91989693,2,1,2,3,12
10686368,4,1,4,5,12
97066002,4,0,1,4,13
47054535,3,0,1,5,13
17452023,4,0,7,3,13
63395468,4,1,1,6,13
23599923,2,1,1,3,13
74953183,5,1,1,5,13
84886983,5,0,1,6,13
76311101,5,1,1,4,13
26977989,3,0,1,3,13
73776845,3,1,2,3,13
31594628,4,0,1,5,13
87869809,2,1,1,5,13
79183748,5,0,1,3,13
97035768,5,0,2,3,13
31384307,4,1,1,6,13
96461097,4,1,1,3,13
53125441,5,0,1,5,13
77642254,7,0,1,4,13
25500311,3,1,4,3,13
45952401,4,0,1,4,13
99748980,3,1,1,5,14
39233988,3,0,1,5,14
79405004,4,1,1,2,14
97945938,4,1,1,3,14
32483589,6,1,1,2,14
47475878,3,1,7,4,14
69676234,3,0,1,3,14
42138714,3,0,1,5,14
26628114,3,1,1,5,14
11818037,4,0,7,4,14
13460647,6,1,1,2,14
91531814,6,0,1,3,14
28255548,3,0,1,2,14
16163945,4,1,1,4,14
11505833,4,0,1,2,14
58748178,4,0,1,5,14
56053182,3,0,1,5,14
41185387,3,1,1,5,14
22800403,3,0,1,2,14
48414771,2,0,1,3,14
19431701,3,0,1,3,15
31335034,5,0,1,3,15
22383252,2,1,1,6,15
50117784,4,1,1,5,15
57491090,4,1,1,5,15
83295473,5,1,1,3,15
33825710,3,0,1,3,15
64988518,2,0,1,3,15
79992851,2,0,1,3,15
50691481,3,1,1,5,15
48970178,5,0,1,3,15
98817283,3,0,1,5,15
93882231,3,1,3,5,15
82207814,6,1,1,4,15
96096856,5,1,3,5,15
12877648,3,1,7,5,15
79617884,3,0,1,4,15
94959049,3,0,1,5,15
10046626,3,0,7,5,15
76842113,3,0,3,5,15
80633177,6,1,1,5,16
21195081,5,1,1,2,16
80287359,4,0,1,5,16
98886918,3,0,2,5,16
93311435,3,0,1,2,16
63657989,2,0,1,3,16
63086008,3,0,1,3,16
80275400,4,0,1,6,16
68189440,4,1,1,5,16
63629539,5,1,1,5,16
25249088,4,0,1,2,16
57020184,6,1,1,2,16
54311947,6,0,7,3,16
23141870,4,0,1,5,16
24362717,6,1,1,4,16
32854288,4,1,1,6,16
47545124,2,0,1,3,16
74508690,4,0,1,3,16
25894178,3,0,1,5,16
88890055,3,1,1,3,16
98478247,4,0,1,3,17
38882910,5,1,1,2,17
29320438,4,0,1,3,17
19011244,3,1,1,2,17
29872494,3,0,4,5,17
75683419,3,1,1,3,17
76707945,4,0,1,6,17
56981152,4,0,1,5,17
36294970,3,1,1,5,17
38721135,4,0,1,3,17
48572000,3,0,1,3,17
57705633,3,0,1,4,17
77749495,4,0,1,5,17
28807393,5,0,1,3,17
34177192,4,1,1,5,17
29004959,2,0,1,3,17
43884909,3,1,1,4,17
53184735,2,1,1,3,17
12147486,4,0,1,3,17
95288799,4,0,1,3,17
13388417,4,1,1,3,18
88969196,3,1,1,2,18
83934692,4,1,1,5,18
37234047,4,1,1,5,18
75673728,3,1,2,3,18
27758217,5,1,1,3,18
26409284,4,0,1,3,18
36282840,2,0,1,3,18
84112031,4,0,1,6,18
73701867,6,1,1,5,18
11176252,3,0,1,6,18
50393801,4,0,1,5,18
25854163,4,0,1,3,18
79946969,5,0,1,5,18
45948385,3,0,1,5,18
64550381,4,0,1,2,18
42404311,3,1,1,5,18
22017073,2,0,1,3,18
61386741,3,1,4,3,18
80343929,5,1,2,6,18
20628871,5,0,1,1,19
78052957,5,0,1,5,19
58641781,7,1,1,6,19
68696202,4,0,1,5,19
69684926,7,1,1,3,19
12798804,2,1,1,3,19
60620244,4,1,1,4,19
42009170,3,0,7,6,19
45393913,3,0,1,5,19
74519780,7,0,1,6,19
66165175,2,0,3,3,19
30462923,4,1,1,5,19
85730852,4,1,1,5,19
58321444,5,1,1,4,19
78937205,3,1,1,5,19
13114219,5,1,1,3,19
39100082,3,0,1,7,19
53163150,5,0,1,6,19
64173932,3,0,4,5,19
66771662,5,1,1,5,19
31342079,3,0,1,6,20
23634879,3,1,1,5,20
28458082,3,0,4,6,20
57112467,4,0,4,5,20
18225096,3,1,1,5,20
96413902,3,0,7,5,20
50446346,3,0,2,3,20
48408020,3,0,1,5,20
42663599,4,0,1,3,20
52666247,3,0,3,2,20
32776557,2,0,1,2,20
85419995,4,0,1,3,20
82147394,3,0,1,2,20
62296677,4,1,1,3,20
20539726,5,1,1,5,20
32975971,6,0,1,3,20
10607886,3,1,1,3,20
14327591,5,0,1,2,20
96834042,3,0,1,4,20
18927842,3,1,1,2,20